location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Greensville, Virginia",51081,Deaths (per 100k),35.286,5.041,0.143,1.710,5,5,10,0
"Chaffee, Colorado",8015,Deaths (per 100k),63.863,6.316,0.098901,2.642,5,4,9,6
"Jackson, West Virginia",54035,Deaths (per 100k),27.996,3.499,0.125,1.609,4,5,9,9
"Macon, Georgia",13193,Deaths (per 100k),23.171,3.310,0.143,1.710,4,5,9,0
"Mecklenburg, Virginia",51117,Deaths (per 100k),22.886,3.269,0.143,0.461,4,5,9,0
"Appling, Georgia",13001,Deaths (per 100k),21.756,3.108,0.143,1.179,4,5,9,0
"Emporia, Virginia",51595,Deaths (per 100k),18.706,2.672,0.143,1.710,4,5,9,0
"Fluvanna, Virginia",51065,Deaths (per 100k),18.335,2.619,0.143,1.428,4,5,9,0
"Cotton, Oklahoma",40033,Deaths (per 100k),17.649,2.521,0.143,1.710,4,5,9,0
"Orleans, New York",36073,Deaths (per 100k),17.347,2.124,0.122,1.592,4,5,9,3
"Colonial Heights, Virginia",51570,Deaths (per 100k),17.271,2.467,0.143,1.239,4,5,9,0
"Harrisonburg, Virginia",51660,Deaths (per 100k),16.976,2.425,0.143,1.553,4,5,9,0
"Marion, Mississippi",28091,Deaths (per 100k),16.278,2.325,0.143,1.885,4,5,9,0
"Surry, Virginia",51181,Deaths (per 100k),15.571,2.224,0.143,1.710,4,5,9,0
"King George, Virginia",51099,Deaths (per 100k),14.905,2.129,0.143,1.710,4,5,9,0
"Charles City, Virginia",51036,Deaths (per 100k),14.362,2.052,0.143,1.710,4,5,9,0
"Falls Church, Virginia",51610,Deaths (per 100k),13.683,1.955,0.143,1.357,4,5,9,0
"Goochland, Virginia",51075,Deaths (per 100k),12.630,1.804,0.143,1.710,4,5,9,0
"Putnam, Ohio",39137,Deaths (per 100k),11.813,1.688,0.143,1.179,4,5,9,0
"Clear Creek, Colorado",8019,Deaths (per 100k),10.309,1.473,0.143,1.710,4,5,9,0
"Lowndes, Alabama",1085,Deaths (per 100k),10.282,1.469,0.143,1.710,4,5,9,0
"Lewis, Missouri",29111,Deaths (per 100k),10.229,1.461,0.143,1.710,4,5,9,0
"Accomack, Virginia",51001,Deaths (per 100k),9.283,1.326,0.143,1.000,4,5,9,0
"Botetourt, Virginia",51023,Deaths (per 100k),8.977,1.282,0.143,1.710,4,5,9,0
"Sussex, Virginia",51183,Deaths (per 100k),8.961,1.280,0.143,1.710,4,5,9,0
"Prince Edward, Virginia",51147,Deaths (per 100k),8.771,1.253,0.143,1.710,4,5,9,0
"Fairfax City, Virginia",51600,Deaths (per 100k),8.327,1.190,0.143,1.357,4,5,9,0
"Amelia, Virginia",51007,Deaths (per 100k),7.607,1.087,0.143,1.710,4,5,9,0
"Turner, Georgia",13287,Deaths (per 100k),75.141,8.945,0.119,3.663,5,3,8,-1
"Wilcox, Georgia",13315,Deaths (per 100k),69.485,9.926,0.143,3.106,5,3,8,-2
"Morgan, Colorado",8087,Deaths (per 100k),27.522,3.932,0.143,2.235,4,4,8,-1
"Graves, Kentucky",21083,Deaths (per 100k),26.834,3.067,0.114,2.845,4,4,8,-1
"James City, Virginia",51095,Deaths (per 100k),15.682,1.867,0.119,2.688,4,4,8,-1
"Hale, Alabama",1065,Deaths (per 100k),13.651,1.950,0.143,2.409,4,4,8,2
"Putnam, Georgia",13237,Deaths (per 100k),13.563,1.938,0.143,2.642,4,4,8,1
"West Feliciana, Louisiana",22125,Deaths (per 100k),12.847,1.835,0.143,2.060,4,4,8,-1
"Madison, Florida",12079,Deaths (per 100k),10.815,1.545,0.143,2.409,4,4,8,-1
"Calhoun, Texas",48057,Deaths (per 100k),9.394,1.342,0.143,2.758,4,4,8,-1
"Bradford, Pennsylvania",42015,Deaths (per 100k),8.289,1.184,0.143,2.688,4,4,8,-1
"Alpena, Michigan",26007,Deaths (per 100k),7.041,1.006,0.143,2.409,4,4,8,2
"Hanover, Virginia",51085,Deaths (per 100k),6.496,0.928,0.143,1.609,3,5,8,0
"Petersburg, Virginia",51730,Deaths (per 100k),6.380,0.911,0.143,1.710,3,5,8,0
"Manassas Park, Virginia",51685,Deaths (per 100k),5.721,0.817,0.143,1.710,3,5,8,0
"Southampton, Virginia",51175,Deaths (per 100k),5.672,0.810,0.143,1.710,3,5,8,0
"Washington, Virginia",51191,Deaths (per 100k),5.582,0.797,0.143,1.710,3,5,8,0
"Isle of Wight, Virginia",51093,Deaths (per 100k),5.390,0.770,0.143,1.710,3,5,8,0
"Jefferson, Illinois",17081,Deaths (per 100k),5.307,0.758,0.143,1.000,3,5,8,0
"Greene, Virginia",51079,Deaths (per 100k),5.046,0.721,0.143,1.710,3,5,8,0
"Pickens, Alabama",1107,Deaths (per 100k),5.018,0.717,0.143,1.710,3,5,8,0
"Chesterfield, Virginia",51041,Deaths (per 100k),4.819,0.688,0.143,0.872,3,5,8,0
"Scott, Virginia",51169,Deaths (per 100k),4.637,0.662,0.143,1.710,3,5,8,0
"Nobles, Minnesota",27105,Deaths (per 100k),4.623,0.660,0.143,1.710,3,5,8,0
"Suffolk, Virginia",51800,Deaths (per 100k),4.343,0.620,0.143,1.357,3,5,8,0
"New Kent, Virginia",51127,Deaths (per 100k),4.331,0.619,0.143,1.710,3,5,8,0
"Prince William, Virginia",51153,Deaths (per 100k),3.827,0.516,0.135,1.957,3,5,8,0
"Clay, Indiana",18021,Deaths (per 100k),3.813,0.545,0.143,1.710,3,5,8,0
"Hocking, Ohio",39073,Deaths (per 100k),3.538,0.505,0.143,1.710,3,5,8,0
"Wythe, Virginia",51197,Deaths (per 100k),3.486,0.498,0.143,1.710,3,5,8,0
"Wabash, Indiana",18169,Deaths (per 100k),3.226,0.461,0.143,1.710,3,5,8,0
"Amherst, Virginia",51009,Deaths (per 100k),3.164,0.452,0.143,1.710,3,5,8,0
"Fauquier, Virginia",51061,Deaths (per 100k),2.808,0.401,0.143,1.000,3,5,8,0
"Albemarle, Virginia",51003,Deaths (per 100k),2.744,0.392,0.143,1.710,3,5,8,0
"Walker, Texas",48471,Deaths (per 100k),2.741,0.392,0.143,1.000,3,5,8,0
"Escambia, Alabama",1053,Deaths (per 100k),2.730,0.390,0.143,1.710,3,5,8,0
"Gloucester, Virginia",51073,Deaths (per 100k),2.678,0.383,0.143,1.710,3,5,8,0
"Wise, Virginia",51195,Deaths (per 100k),2.675,0.382,0.143,1.710,3,5,8,0
"Danville, Virginia",51590,Deaths (per 100k),2.497,0.357,0.143,1.710,3,5,8,0
"Chilton, Alabama",1021,Deaths (per 100k),2.251,0.322,0.143,1.710,3,5,8,0
"Spotsylvania, Virginia",51177,Deaths (per 100k),2.202,0.315,0.143,1.710,3,5,8,0
"Marshall, Indiana",18099,Deaths (per 100k),2.162,0.309,0.143,1.710,3,5,8,0
"Henry, Virginia",51089,Deaths (per 100k),1.978,0.283,0.143,1.710,3,5,8,0
"Culpeper, Virginia",51047,Deaths (per 100k),1.901,0.272,0.143,1.710,3,5,8,0
"Newton, Missouri",29145,Deaths (per 100k),1.717,0.245,0.143,1.710,3,5,8,0
"Pittsylvania, Virginia",51143,Deaths (per 100k),1.657,0.237,0.143,1.710,3,5,8,0
"Chaves, New Mexico",35005,Deaths (per 100k),1.548,0.221,0.143,1.710,3,5,8,0
"Jefferson, Ohio",39081,Deaths (per 100k),1.531,0.219,0.143,1.710,3,5,8,0
"Wilkinson, Mississippi",28157,Deaths (per 100k),81.112,6.621,0.081633,6.405,5,2,7,2
"Daviess, Indiana",18027,Deaths (per 100k),23.987,2.998,0.125,3.007,4,3,7,-1
"Caddo, Oklahoma",40015,Deaths (per 100k),20.861,1.987,0.095238,3.976,4,3,7,1
"Hall, Nebraska",31079,Deaths (per 100k),19.559,1.863,0.095238,3.454,4,3,7,7
"Navajo, Arizona",4017,Deaths (per 100k),16.227,2.189,0.135,3.188,4,3,7,0
"Iosco, Michigan",26069,Deaths (per 100k),15.919,1.706,0.107,3.106,4,3,7,2
"Routt, Colorado",8107,Deaths (per 100k),15.602,1.672,0.107,3.106,4,3,7,3
"Boone, Illinois",17007,Deaths (per 100k),14.941,1.601,0.107,3.570,4,3,7,-1
"Gage, Nebraska",31067,Deaths (per 100k),13.945,1.328,0.095238,3.454,4,3,7,7
"Grady, Georgia",13131,Deaths (per 100k),12.179,1.160,0.095238,3.802,4,3,7,2
"Oscoda, Michigan",26135,Deaths (per 100k),12.134,1.733,0.143,3.106,4,3,7,-2
"Quay, New Mexico",35037,Deaths (per 100k),12.117,1.731,0.143,3.106,4,3,7,-2
"Crittenden, Kentucky",21055,Deaths (per 100k),11.356,1.622,0.143,3.106,4,3,7,-2
"Moore, Texas",48341,Deaths (per 100k),9.551,1.364,0.143,3.106,4,3,7,-2
"Chatham, North Carolina",37037,Deaths (per 100k),8.057,0.959,0.119,2.688,3,4,7,-1
"Butts, Georgia",13035,Deaths (per 100k),8.021,1.146,0.143,3.106,4,3,7,-2
"Franklin, Pennsylvania",42055,Deaths (per 100k),6.450,0.921,0.143,2.409,3,4,7,-1
"Marion, Ohio",39101,Deaths (per 100k),6.145,0.658,0.107,2.874,3,4,7,1
"Black Hawk, Iowa",19013,Deaths (per 100k),5.334,0.653,0.122,2.060,3,4,7,-1
"Montague, Texas",48337,Deaths (per 100k),5.046,0.721,0.143,2.409,3,4,7,-1
"DeWitt, Texas",48123,Deaths (per 100k),4.960,0.709,0.143,2.409,3,4,7,-1
"Hendry, Florida",12051,Deaths (per 100k),4.759,0.680,0.143,2.060,3,4,7,-1
"Clarke, Alabama",1025,Deaths (per 100k),4.233,0.605,0.143,2.409,3,4,7,-1
"Edgefield, South Carolina",45037,Deaths (per 100k),3.668,0.524,0.143,2.409,3,4,7,-1
"Elmore, Idaho",16039,Deaths (per 100k),3.635,0.519,0.143,2.409,3,4,7,-1
"Newport News, Virginia",51700,Deaths (per 100k),3.348,0.399,0.119,2.688,3,4,7,-1
"Bibb, Georgia",13021,Deaths (per 100k),3.265,0.373,0.114,2.932,3,4,7,0
"Livingston, Illinois",17105,Deaths (per 100k),2.805,0.401,0.143,2.409,3,4,7,-1
"Woodford, Illinois",17203,Deaths (per 100k),2.600,0.371,0.143,2.409,3,4,7,-1
"Warren, Pennsylvania",42123,Deaths (per 100k),2.552,0.365,0.143,2.409,3,4,7,-1
"Pasquotank, North Carolina",37139,Deaths (per 100k),2.511,0.359,0.143,2.409,3,4,7,-1
"Bryan, Oklahoma",40013,Deaths (per 100k),2.084,0.298,0.143,2.409,3,4,7,-1
"Coffee, Alabama",1031,Deaths (per 100k),1.911,0.273,0.143,2.409,3,4,7,-1
"Lycoming, Pennsylvania",42081,Deaths (per 100k),1.765,0.252,0.143,2.409,3,4,7,-1
