location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Wilcox, Georgia",13315,Deaths (per 100k),69.485,9.926,0.143,1.710,5,5,10,0
"Turner, Georgia",13287,Deaths (per 100k),62.617,7.156,0.114,2.932,5,4,9,1
"Graves, Kentucky",21083,Deaths (per 100k),18.784,2.683,0.143,1.910,4,5,9,0
"James City, Virginia",51095,Deaths (per 100k),15.682,1.867,0.119,1.286,4,5,9,9
"Macon, Georgia",13193,Deaths (per 100k),15.448,2.207,0.143,1.000,4,5,9,0
"Oscoda, Michigan",26135,Deaths (per 100k),12.134,1.733,0.143,1.710,4,5,9,0
"Quay, New Mexico",35037,Deaths (per 100k),12.117,1.731,0.143,1.710,4,5,9,0
"Crittenden, Kentucky",21055,Deaths (per 100k),11.356,1.622,0.143,1.710,4,5,9,0
"Moore, Texas",48341,Deaths (per 100k),9.551,1.364,0.143,1.710,4,5,9,0
"Calhoun, Texas",48057,Deaths (per 100k),9.394,1.342,0.143,1.357,4,5,9,1
"Bradford, Pennsylvania",42015,Deaths (per 100k),8.289,1.184,0.143,1.286,4,5,9,0
"Marion, Mississippi",28091,Deaths (per 100k),8.139,1.163,0.143,1.357,4,5,9,1
"Butts, Georgia",13035,Deaths (per 100k),8.021,1.146,0.143,1.710,4,5,9,0
"Delaware, Oklahoma",40041,Deaths (per 100k),20.926,2.989,0.143,2.254,4,4,8,-1
"Daviess, Indiana",18027,Deaths (per 100k),17.990,2.142,0.119,2.549,4,4,8,2
"Morgan, Colorado",8087,Deaths (per 100k),13.761,1.966,0.143,2.060,4,4,8,-1
"Boone, Illinois",17007,Deaths (per 100k),11.206,1.334,0.119,2.688,4,4,8,2
"Clay, Mississippi",28025,Deaths (per 100k),10.354,1.479,0.143,2.060,4,4,8,2
"Wilcox, Alabama",1131,Deaths (per 100k),9.640,1.377,0.143,2.409,4,4,8,-1
"Bradley, Arkansas",5011,Deaths (per 100k),9.291,1.327,0.143,2.409,4,4,8,-1
"Putnam, Georgia",13237,Deaths (per 100k),9.042,1.292,0.143,2.409,4,4,8,-1
"Columbus, North Carolina",37047,Deaths (per 100k),9.008,1.029,0.114,2.932,4,4,8,3
"Chatham, North Carolina",37037,Deaths (per 100k),8.057,0.959,0.119,1.286,3,5,8,4
