location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Massachusetts,,Deaths (per 100k),37.084,2.717,0.073273,6.984,4,2,6,0
Maryland,,Deaths (per 100k),13.200,1.096,0.083065,6.160,4,2,6,1
New York,,Deaths (per 100k),110.062,4.831,0.043896,13.684,4,1,5,-1
New Jersey,,Deaths (per 100k),63.982,2.964,0.046329,12.415,4,1,5,0
Connecticut,,Deaths (per 100k),49.561,2.929,0.059099,9.052,4,1,5,0
District of Columbia,,Deaths (per 100k),21.679,1.356,0.062558,8.163,4,1,5,0
Rhode Island,,Deaths (per 100k),19.068,1.133,0.059406,9.428,4,1,5,-1
Minnesota,,Deaths (per 100k),3.919,0.279,0.071105,6.945,3,2,5,0
Wyoming,,Deaths (per 100k),1.209,0.123,0.102,3.524,2,3,5,-1
Louisiana,,Deaths (per 100k),35.708,1.374,0.038468,15.201,4,0,4,0
Michigan,,Deaths (per 100k),30.891,1.227,0.039731,14.691,4,0,4,-1
Illinois,,Deaths (per 100k),14.165,0.747,0.052766,10.537,3,1,4,0
Pennsylvania,,Deaths (per 100k),13.646,0.922,0.067544,8.396,3,1,4,-1
Colorado,,Deaths (per 100k),11.704,0.749,0.064010,7.553,3,1,4,0
Indiana,,Deaths (per 100k),11.007,0.465,0.042221,13.678,3,1,4,0
Delaware,,Deaths (per 100k),10.269,0.572,0.055714,9.762,3,1,4,0
Mississippi,,Deaths (per 100k),7.022,0.331,0.047163,12.368,3,1,4,0
Ohio,,Deaths (per 100k),5.903,0.332,0.056315,9.700,3,1,4,0
Florida,,Deaths (per 100k),4.870,0.214,0.043840,12.902,3,1,4,1
Virginia,,Deaths (per 100k),4.815,0.301,0.062565,8.475,3,1,4,0
Kentucky,,Deaths (per 100k),4.477,0.201,0.045000,12.754,3,1,4,1
Missouri,,Deaths (per 100k),4.432,0.205,0.046218,12.111,3,1,4,1
California,,Deaths (per 100k),4.103,0.211,0.051467,10.805,3,1,4,0
New Mexico,,Deaths (per 100k),4.006,0.273,0.068027,7.567,3,1,4,-1
Nebraska,,Deaths (per 100k),2.585,0.192,0.074286,6.392,2,2,4,1
Washington,,Deaths (per 100k),9.481,0.223,0.023546,26.883,3,0,3,0
Georgia,,Deaths (per 100k),8.467,0.335,0.039568,15.131,3,0,3,-1
Vermont,,Deaths (per 100k),7.051,0.206,0.029221,21.293,3,0,3,0
Nevada,,Deaths (per 100k),6.396,0.255,0.039884,14.711,3,0,3,1
Kansas,,Deaths (per 100k),4.050,0.177,0.043584,13.745,2,1,3,1
New Hampshire,,Deaths (per 100k),3.898,0.168,0.043127,13.167,2,1,3,0
Arizona,,Deaths (per 100k),3.654,0.190,0.052095,10.433,2,1,3,0
Maine,,Deaths (per 100k),3.496,0.191,0.054711,9.931,2,1,3,0
Iowa,,Deaths (per 100k),3.391,0.195,0.057410,9.385,2,1,3,0
North Carolina,,Deaths (per 100k),2.803,0.159,0.056851,9.661,2,1,3,0
North Dakota,,Deaths (per 100k),1.968,0.112,0.057143,9.353,2,1,3,0
West Virginia,,Deaths (per 100k),1.786,0.128,0.071429,7.186,2,1,3,-1
Montana,,Deaths (per 100k),1.310,0.080198,0.061224,9.353,2,1,3,-1
Utah,,Deaths (per 100k),1.216,0.071296,0.058608,9.093,2,1,3,0
Oklahoma,,Deaths (per 100k),4.751,0.188,0.039514,14.580,2,0,2,0
Wisconsin,,Deaths (per 100k),4.517,0.140,0.030961,20.020,2,0,2,0
Alabama,,Deaths (per 100k),4.263,0.178,0.041695,14.002,2,0,2,-2
South Carolina,,Deaths (per 100k),3.049,0.114,0.037307,15.424,2,0,2,0
Idaho,,Deaths (per 100k),3.022,0.104,0.034392,17.726,2,0,2,0
Tennessee,,Deaths (per 100k),2.504,0.062756,0.025063,25.021,2,0,2,0
Puerto Rico,,Deaths (per 100k),2.411,0.084989,0.035250,16.396,2,0,2,0
Texas,,Deaths (per 100k),2.152,0.085234,0.039606,14.836,2,0,2,-1
Oregon,,Deaths (per 100k),2.039,0.054193,0.026578,23.305,2,0,2,0
South Dakota,,Deaths (per 100k),1.130,0.048445,0.042857,12.820,1,1,2,1
Hawaii,,Deaths (per 100k),0.918,0.040359,0.043956,12.820,1,1,2,1
Arkansas,,Deaths (per 100k),1.557,0.047338,0.030395,20.030,1,0,1,0
