location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Guadeloupe,,Confirmed (per 100k),13.246,1.785,0.135,2.200,4,4,8,-1
Martinique,,Confirmed (per 100k),8.527,1.104,0.129,2.578,4,4,8,1
Reunion,,Confirmed (per 100k),5.026,0.622,0.124,1.836,3,5,8,4
Singapore,,Confirmed (per 100k),173.340,15.730,0.090749,4.954,5,2,7,0
Djibouti,,Confirmed (per 100k),98.583,7.794,0.079055,6.934,5,2,7,0
Maldives,,Confirmed (per 100k),15.910,1.691,0.106,3.737,4,3,7,0
Qatar,,Confirmed (per 100k),247.861,17.008,0.068618,7.511,5,1,6,0
"Mayotte, France",,Confirmed (per 100k),119.495,5.708,0.047765,11.802,5,1,6,2
Canada,,Confirmed (per 100k),109.910,5.067,0.046102,12.662,5,1,6,1
"Ontario, Canada",,Confirmed (per 100k),93.245,5.118,0.054891,10.349,5,1,6,1
Belarus,,Confirmed (per 100k),77.053,5.372,0.069712,7.219,5,1,6,-1
Russia,,Confirmed (per 100k),39.743,3.280,0.082536,5.800,4,2,6,0
Saudi Arabia,,Confirmed (per 100k),36.687,2.835,0.077290,6.272,4,2,6,0
San Marino,,Confirmed (per 100k),1438.213,48.839,0.033958,18.791,5,0,5,0
Holy See,,Confirmed (per 100k),1123.596,17.835,0.015873,40.548,5,0,5,0
Andorra,,Confirmed (per 100k),935.741,9.245,0.009879,68.177,5,0,5,0
Luxembourg,,Confirmed (per 100k),583.727,6.413,0.010986,60.928,5,0,5,0
Spain,,Confirmed (per 100k),445.706,9.394,0.021077,30.741,5,0,5,0
Belgium,,Confirmed (per 100k),361.435,10.251,0.028361,22.111,5,0,5,0
"Isle of Man, United Kingdom",,Confirmed (per 100k),361.036,8.568,0.023732,27.976,5,0,5,0
Ireland,,Confirmed (per 100k),337.621,11.931,0.035339,17.404,5,0,5,-1
Italy,,Confirmed (per 100k),309.827,5.239,0.016909,38.692,5,0,5,0
US,,Confirmed (per 100k),253.676,8.775,0.034592,17.702,5,0,5,0
"Quebec, Canada",,Confirmed (per 100k),245.559,10.215,0.041600,14.244,5,0,5,-1
Portugal,,Confirmed (per 100k),215.579,5.451,0.025287,24.944,5,0,5,0
Netherlands,,Confirmed (per 100k),203.340,5.577,0.027426,23.101,5,0,5,0
United Kingdom,,Confirmed (per 100k),196.646,7.369,0.037475,16.146,5,0,5,0
"Sint Maarten, Netherlands",,Confirmed (per 100k),165.594,5.997,0.036217,16.980,5,0,5,1
Sweden,,Confirmed (per 100k),158.467,5.767,0.036393,16.664,5,0,5,0
United Arab Emirates,,Confirmed (per 100k),83.293,4.150,0.049821,11.343,4,1,5,0
"Alberta, Canada",,Confirmed (per 100k),77.065,4.956,0.064309,8.324,4,1,5,0
Peru,,Confirmed (per 100k),58.383,3.369,0.057699,9.406,4,1,5,0
Kuwait,,Confirmed (per 100k),52.639,2.820,0.053571,10.479,4,1,5,0
Dominican Republic,,Confirmed (per 100k),48.857,2.220,0.045445,12.890,4,1,5,0
Oman,,Confirmed (per 100k),31.606,1.969,0.062312,8.575,4,1,5,0
Brazil,,Confirmed (per 100k),21.527,1.172,0.054440,10.343,4,1,5,0
Gabon,,Confirmed (per 100k),7.458,0.552,0.074010,6.474,3,2,5,0
French Guiana,,Confirmed (per 100k),6.026,0.622,0.103,4.016,3,2,5,0
Aruba,,Confirmed (per 100k),3.747,0.268,0.071429,5.538,3,2,5,0
Bangladesh,,Confirmed (per 100k),2.290,0.220,0.096235,4.585,3,2,5,0
Sierra Leone,,Confirmed (per 100k),0.765,0.085962,0.112,3.396,2,3,5,0
Iceland,,Confirmed (per 100k),523.088,2.428,0.004642,147.365,4,0,4,0
Switzerland,,Confirmed (per 100k),326.623,3.189,0.009764,68.978,4,0,4,0
"Channel Islands, United Kingdom",,Confirmed (per 100k),286.432,4.190,0.014630,45.604,4,0,4,0
France,,Confirmed (per 100k),242.135,4.655,0.019226,34.395,4,0,4,0
Germany,,Confirmed (per 100k),179.805,2.710,0.015073,43.855,4,0,4,0
Israel,,Confirmed (per 100k),167.500,3.296,0.019678,32.504,4,0,4,0
"Bermuda, United Kingdom",,Confirmed (per 100k),158.965,4.129,0.025974,22.911,4,0,4,-2
Denmark,,Confirmed (per 100k),136.597,3.036,0.022227,28.763,4,0,4,0
Norway,,Confirmed (per 100k),135.356,1.576,0.011642,57.182,4,0,4,0
Bahrain,,Confirmed (per 100k),119.125,2.989,0.025090,24.965,4,0,4,0
Estonia,,Confirmed (per 100k),117.524,1.712,0.014570,45.771,4,0,4,0
Turkey,,Confirmed (per 100k),116.997,4.960,0.042394,14.010,4,0,4,-2
Panama,,Confirmed (per 100k),111.733,4.129,0.036951,16.435,4,0,4,0
Iran,,Confirmed (per 100k),102.385,1.634,0.015959,41.130,4,0,4,0
Malta,,Confirmed (per 100k),100.556,1.456,0.014479,45.939,4,0,4,0
"Cayman Islands, United Kingdom",,Confirmed (per 100k),100.423,2.608,0.025974,25.125,4,0,4,0
"St Martin, France",,Confirmed (per 100k),98.278,1.108,0.011278,58.801,4,0,4,0
"Nova Scotia, Canada",,Confirmed (per 100k),78.980,3.259,0.041266,14.381,4,0,4,-1
Serbia,,Confirmed (per 100k),75.881,2.873,0.037858,16.698,4,0,4,-1
Finland,,Confirmed (per 100k),74.521,2.300,0.030862,20.114,4,0,4,0
Moldova,,Confirmed (per 100k),68.865,2.582,0.037488,16.013,4,0,4,-1
Czechia,,Confirmed (per 100k),66.598,1.222,0.018348,35.520,4,0,4,0
Ecuador,,Confirmed (per 100k),61.497,2.423,0.039394,15.066,4,0,4,0
North Macedonia,,Confirmed (per 100k),60.431,1.954,0.032339,19.813,4,0,4,0
Chile,,Confirmed (per 100k),59.091,2.259,0.038231,15.819,4,0,4,0
Romania,,Confirmed (per 100k),50.474,1.852,0.036693,16.556,4,0,4,0
Lithuania,,Confirmed (per 100k),50.325,1.464,0.029093,21.663,4,0,4,0
Armenia,,Confirmed (per 100k),49.709,1.745,0.035108,17.098,4,0,4,0
Bosnia and Herzegovina,,Confirmed (per 100k),41.697,1.123,0.026942,23.705,4,0,4,0
Global,,Confirmed (per 100k),33.739,1.042,0.030895,20.123,4,0,4,0
"Yukon, Canada",,Confirmed (per 100k),26.778,1.043,0.038961,15.131,4,0,4,-1
"British Virgin Islands, United Kingdom",,Confirmed (per 100k),16.539,0.945,0.057143,10.047,3,1,4,0
Ukraine,,Confirmed (per 100k),15.073,0.924,0.061286,8.915,3,1,4,0
South Korea,,Confirmed (per 100k),14.586,0.876,0.060043,9.644,3,1,4,-2
Kazakhstan,,Confirmed (per 100k),11.370,0.639,0.056206,9.734,3,1,4,0
Cuba,,Confirmed (per 100k),10.497,0.473,0.045056,12.994,3,1,4,0
Morocco,,Confirmed (per 100k),9.336,0.550,0.058950,9.441,3,1,4,0
Jamaica,,Confirmed (per 100k),7.869,0.521,0.066217,7.998,3,1,4,-1
Mexico,,Confirmed (per 100k),7.369,0.455,0.061678,8.613,3,1,4,0
South Africa,,Confirmed (per 100k),6.129,0.272,0.044370,13.145,3,1,4,0
Equatorial Guinea,,Confirmed (per 100k),5.987,0.336,0.056122,10.866,3,1,4,-1
Guinea,,Confirmed (per 100k),5.795,0.388,0.067017,7.576,3,1,4,0
Bolivia,,Confirmed (per 100k),5.217,0.259,0.049730,11.715,3,1,4,0
Pakistan,,Confirmed (per 100k),4.561,0.239,0.052359,10.534,3,1,4,1
Ghana,,Confirmed (per 100k),3.714,0.238,0.064125,8.207,3,1,4,1
Eswatini,,Confirmed (per 100k),2.672,0.197,0.073733,6.666,2,2,4,1
Somalia,,Confirmed (per 100k),1.800,0.185,0.103,4.031,2,2,4,-2
Timor-Leste,,Confirmed (per 100k),1.744,0.163,0.093168,6.163,2,2,4,-1
Sudan,,Confirmed (per 100k),0.319,0.035185,0.110,3.177,1,3,4,-1
"Faroe Islands, Denmark",,Confirmed (per 100k),378.610,0.292,0.000772,895.200,3,0,3,0
Liechtenstein,,Confirmed (per 100k),212.442,0.749,0.003527,194.081,3,0,3,0
Austria,,Confirmed (per 100k),165.716,0.934,0.005638,120.964,3,0,3,-1
"Aruba, Netherlands",,Confirmed (per 100k),93.663,0.937,0.010000,66.789,3,0,3,0
Cyprus,,Confirmed (per 100k),65.432,0.887,0.013562,49.180,3,0,3,-1
Slovenia,,Confirmed (per 100k),65.081,0.722,0.011086,60.722,3,0,3,0
Montenegro,,Confirmed (per 100k),50.154,0.614,0.012245,55.130,3,0,3,0
"Newfoundland and Labrador, Canada",,Confirmed (per 100k),49.294,0.274,0.005559,123.934,3,0,3,0
Croatia,,Confirmed (per 100k),47.500,0.727,0.015311,42.923,3,0,3,0
"Reunion, France",,Confirmed (per 100k),45.794,0.303,0.006620,103.224,3,0,3,0
"Martinique, France",,Confirmed (per 100k),43.702,0.228,0.005226,129.849,3,0,3,0
Latvia,,Confirmed (per 100k),40.346,0.720,0.017834,36.455,3,0,3,0
"British Columbia, Canada",,Confirmed (per 100k),35.121,0.777,0.022125,28.492,3,0,3,0
"French Guiana, France",,Confirmed (per 100k),32.476,0.526,0.016200,41.556,3,0,3,0
Saint Kitts and Nevis,,Confirmed (per 100k),28.196,0.269,0.009524,69.661,3,0,3,0
"Saskatchewan, Canada",,Confirmed (per 100k),27.588,0.266,0.009641,69.031,3,0,3,1
Poland,,Confirmed (per 100k),26.869,0.976,0.036343,16.784,3,0,3,-1
Greece,,Confirmed (per 100k),23.103,0.296,0.012814,50.852,3,0,3,1
Slovakia,,Confirmed (per 100k),22.785,0.997,0.043753,14.008,3,0,3,-2
Hungary,,Confirmed (per 100k),22.442,0.871,0.038811,15.438,3,0,3,0
Albania,,Confirmed (per 100k),22.031,0.695,0.031546,19.426,3,0,3,0
Malaysia,,Confirmed (per 100k),17.092,0.203,0.011879,56.259,3,0,3,0
Bahamas,,Confirmed (per 100k),16.529,0.581,0.035165,17.283,3,0,3,0
Uruguay,,Confirmed (per 100k),15.632,0.202,0.012891,51.172,3,0,3,1
Azerbaijan,,Confirmed (per 100k),14.972,0.373,0.024939,25.358,3,0,3,0
