location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Aruba, Netherlands",,Deaths (per 100k),1.873,0.268,0.143,2.060,3,4,7,-1
"Isle of Man, United Kingdom",,Deaths (per 100k),7.056,0.672,0.095238,3.802,3,3,6,1
Eswatini,,Deaths (per 100k),0.086195,0.012314,0.143,1.710,1,5,6,0
Belgium,,Deaths (per 100k),49.035,2.597,0.052965,10.036,4,1,5,0
United Kingdom,,Deaths (per 100k),23.657,1.176,0.049715,10.896,4,1,5,0
"Channel Islands, United Kingdom",,Deaths (per 100k),12.078,0.986,0.081633,5.769,3,2,5,0
"Quebec, Canada",,Deaths (per 100k),9.604,0.668,0.069512,5.928,3,2,5,0
Monaco,,Deaths (per 100k),7.645,0.728,0.095238,4.844,3,2,5,-1
Canada,,Deaths (per 100k),4.127,0.281,0.068140,6.535,3,2,5,0
"Ontario, Canada",,Deaths (per 100k),4.017,0.302,0.075175,6.026,3,2,5,0
"Nova Scotia, Canada",,Deaths (per 100k),0.921,0.073076,0.079365,3.106,2,3,5,2
Martinique,,Deaths (per 100k),0.266,0.038068,0.143,2.409,1,4,5,-1
Slovakia,,Deaths (per 100k),0.220,0.023549,0.107,2.719,1,4,5,0
Kuwait,,Deaths (per 100k),0.164,0.016726,0.102,2.828,1,4,5,3
Guinea,,Deaths (per 100k),0.038073,0.003263,0.085714,1.475,0,5,5,0
San Marino,,Deaths (per 100k),114.939,1.684,0.014652,44.361,4,0,4,0
Andorra,,Deaths (per 100k),46.593,1.664,0.035714,16.980,4,0,4,0
Spain,,Deaths (per 100k),43.745,1.050,0.024006,26.089,4,0,4,0
France,,Deaths (per 100k),30.208,1.202,0.039782,14.569,4,0,4,-1
Sweden,,Deaths (per 100k),15.249,0.883,0.057885,8.866,3,1,4,0
Ireland,,Deaths (per 100k),12.354,0.726,0.058782,8.309,3,1,4,0
US,,Deaths (per 100k),12.284,0.786,0.063950,7.571,3,1,4,-1
"Hubei, China",,Deaths (per 100k),7.645,0.313,0.040938,13.121,3,1,4,4
Portugal,,Deaths (per 100k),7.002,0.304,0.043417,12.996,3,1,4,0
Germany,,Deaths (per 100k),5.474,0.288,0.052707,10.373,3,1,4,0
Brazil,,Deaths (per 100k),1.158,0.082666,0.071371,6.544,2,2,4,0
Montenegro,,Deaths (per 100k),0.796,0.068237,0.085714,6.116,2,2,4,2
Somalia,,Deaths (per 100k),0.044044,0.005393,0.122,2.874,0,4,4,0
Sudan,,Deaths (per 100k),0.022805,0.002606,0.114,2.845,0,4,4,2
Italy,,Deaths (per 100k),39.132,0.888,0.022697,27.536,3,0,3,0
Netherlands,,Deaths (per 100k),21.500,0.799,0.037149,15.579,3,0,3,0
Switzerland,,Deaths (per 100k),16.095,0.548,0.034048,17.675,3,0,3,0
Luxembourg,,Deaths (per 100k),11.662,0.228,0.019569,33.339,3,0,3,0
Denmark,,Deaths (per 100k),6.129,0.212,0.034608,17.133,3,0,3,0
Antigua and Barbuda,,Deaths (per 100k),3.063,0.146,0.047619,11.433,2,1,3,0
Estonia,,Deaths (per 100k),3.015,0.151,0.050000,11.087,2,1,3,0
Panama,,Deaths (per 100k),2.781,0.139,0.050000,10.922,2,1,3,0
Ecuador,,Deaths (per 100k),2.687,0.114,0.042495,13.046,2,1,3,1
North Macedonia,,Deaths (per 100k),2.448,0.103,0.042017,13.745,2,1,3,0
Turkey,,Deaths (per 100k),2.392,0.134,0.055882,9.064,2,1,3,0
Romania,,Deaths (per 100k),2.344,0.096537,0.041178,13.481,2,1,3,0
Global,,Deaths (per 100k),2.123,0.093715,0.044151,12.572,2,1,3,0
Dominican Republic,,Deaths (per 100k),2.083,0.108,0.051833,10.935,2,1,3,0
Israel,,Deaths (per 100k),1.987,0.104,0.052326,9.871,2,1,3,0
Hungary,,Deaths (per 100k),1.956,0.129,0.065760,7.089,2,1,3,-1
Finland,,Deaths (per 100k),1.697,0.106,0.062310,8.068,2,1,3,0
Moldova,,Deaths (per 100k),1.661,0.095617,0.057569,7.838,2,1,3,-1
Serbia,,Deaths (per 100k),1.396,0.070306,0.050351,10.740,2,1,3,0
"Tasmania, Australia",,Deaths (per 100k),1.307,0.080032,0.061224,9.353,2,1,3,0
Lithuania,,Deaths (per 100k),1.286,0.052477,0.040816,13.791,2,1,3,0
Peru,,Deaths (per 100k),1.213,0.072356,0.059643,7.181,2,1,3,0
Croatia,,Deaths (per 100k),1.145,0.062637,0.054711,8.197,2,1,3,0
Poland,,Deaths (per 100k),0.951,0.052467,0.055159,9.717,2,1,3,0
Mexico,,Deaths (per 100k),0.504,0.034680,0.068791,5.821,1,2,3,0
Honduras,,Deaths (per 100k),0.464,0.031731,0.068323,6.863,1,2,3,1
New Zealand,,Deaths (per 100k),0.249,0.020737,0.083333,5.389,1,2,3,-1
Russia,,Deaths (per 100k),0.247,0.020263,0.081915,4.547,1,2,3,0
Japan,,Deaths (per 100k),0.187,0.013893,0.074455,5.902,1,2,3,2
Iran,,Deaths (per 100k),6.093,0.115,0.018813,33.977,2,0,2,0
Austria,,Deaths (per 100k),5.019,0.168,0.033502,17.823,2,0,2,0
Slovenia,,Deaths (per 100k),3.560,0.137,0.038610,14.276,2,0,2,-1
"Martinique, France",,Deaths (per 100k),3.198,0.076137,0.023810,16.980,2,0,2,0
Norway,,Deaths (per 100k),3.044,0.119,0.038961,15.485,2,0,2,-1
Czechia,,Deaths (per 100k),1.737,0.069368,0.039939,14.727,2,0,2,-1
"British Columbia, Canada",,Deaths (per 100k),1.585,0.055903,0.035273,16.910,2,0,2,-1
"Mayotte, France",,Deaths (per 100k),1.466,0.052364,0.035714,15.593,2,0,2,-1
"Australian Capital Territory, Australia",,Deaths (per 100k),0.701,0.033370,0.047619,12.127,1,1,2,0
Chile,,Deaths (per 100k),0.696,0.039607,0.056928,8.738,1,1,2,0
Armenia,,Deaths (per 100k),0.675,0.033747,0.050000,11.235,1,1,2,0
Bulgaria,,Deaths (per 100k),0.604,0.026727,0.044218,13.087,1,1,2,0
Belarus,,Deaths (per 100k),0.497,0.033260,0.066869,7.556,1,1,2,-1
United Arab Emirates,,Deaths (per 100k),0.415,0.024555,0.059233,8.497,1,1,2,-1
Philippines,,Deaths (per 100k),0.373,0.019555,0.052393,10.934,1,1,2,0
Colombia,,Deaths (per 100k),0.352,0.014880,0.042298,11.800,1,1,2,0
Ukraine,,Deaths (per 100k),0.322,0.019599,0.060790,8.382,1,1,2,0
Cuba,,Deaths (per 100k),0.300,0.020180,0.067227,7.186,1,1,2,-1
Argentina,,Deaths (per 100k),0.292,0.014540,0.049784,11.207,1,1,2,0
Saudi Arabia,,Deaths (per 100k),0.279,0.016414,0.058910,8.972,1,1,2,0
Bolivia,,Deaths (per 100k),0.274,0.013462,0.049107,12.127,1,1,2,0
Egypt,,Deaths (per 100k),0.234,0.010889,0.046623,11.282,1,1,2,1
Indonesia,,Deaths (per 100k),0.213,0.010864,0.051055,10.483,1,1,2,0
South Korea,,Deaths (per 100k),0.103,0.009195,0.088949,5.149,0,2,2,0
South Africa,,Deaths (per 100k),0.091049,0.006504,0.071429,6.399,0,2,2,0
Bangladesh,,Deaths (per 100k),0.055256,0.004684,0.084772,4.625,0,2,2,0
Guatemala,,Deaths (per 100k),0.039072,0.003190,0.081633,6.405,0,2,2,1
Nicaragua,,Deaths (per 100k),0.030191,0.002156,0.071429,5.191,0,2,2,2
Nigeria,,Deaths (per 100k),0.010187,0.000624,0.061224,6.733,0,2,2,1
Iceland,,Deaths (per 100k),2.637,0.041864,0.015873,39.855,1,0,1,-1
Bahamas,,Deaths (per 100k),2.289,0.036328,0.015873,39.855,1,0,1,1
Barbados,,Deaths (per 100k),1.740,0.049711,0.028571,21.832,1,0,1,-2
Bosnia and Herzegovina,,Deaths (per 100k),1.463,0.043543,0.029762,20.099,1,0,1,0
"Alberta, Canada",,Deaths (per 100k),1.156,0.035608,0.030812,20.509,1,0,1,-2
Greece,,Deaths (per 100k),1.084,0.023300,0.021492,29.131,1,0,1,0
Albania,,Deaths (per 100k),0.903,0.014892,0.016484,39.624,1,0,1,0
Algeria,,Deaths (per 100k),0.855,0.029972,0.035048,17.334,1,0,1,-1
Congo (Kinshasa),,Deaths (per 100k),0.453,0.012944,0.028571,20.585,1,0,1,1
Morocco,,Deaths (per 100k),0.382,0.010063,0.026342,23.619,1,0,1,0
"Manitoba, Canada",,Deaths (per 100k),0.363,0.010371,0.028571,21.832,1,0,1,-1
Tunisia,,Deaths (per 100k),0.322,0.010879,0.033835,18.520,1,0,1,-1
Azerbaijan,,Deaths (per 100k),0.187,0.009863,0.052632,9.254,0,1,1,0
Cameroon,,Deaths (per 100k),0.158,0.005382,0.034014,8.036,0,1,1,-1
Oman,,Deaths (per 100k),0.137,0.008392,0.061224,7.041,0,1,1,1
Kazakhstan,,Deaths (per 100k),0.090538,0.005326,0.058824,9.849,0,1,1,-1
Afghanistan,,Deaths (per 100k),0.084771,0.004404,0.051948,9.873,0,1,1,-1
Niger,,Deaths (per 100k),0.082622,0.004721,0.057143,8.573,0,1,1,1
Pakistan,,Deaths (per 100k),0.076055,0.003686,0.048469,9.341,0,1,1,0
Mali,,Deaths (per 100k),0.069133,0.004233,0.061224,9.353,0,1,1,0
Togo,,Deaths (per 100k),0.060396,0.003451,0.057143,9.006,0,1,1,0
Hong Kong,,Deaths (per 100k),0.040898,0.001948,0.047619,10.047,0,1,1,1
India,,Deaths (per 100k),0.040507,0.002412,0.059545,8.401,0,1,1,0
