location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Guadeloupe,,Confirmed (per 100k),13.246,1.785,0.135,2.200,4,4,8,-1
Martinique,,Confirmed (per 100k),8.527,1.104,0.129,2.578,4,4,8,1
Reunion,,Confirmed (per 100k),5.026,0.622,0.124,1.836,3,5,8,4
Singapore,,Confirmed (per 100k),155.974,14.341,0.091945,4.708,5,2,7,0
Djibouti,,Confirmed (per 100k),95.648,8.415,0.087982,5.753,5,2,7,0
Belarus,,Confirmed (per 100k),71.148,5.204,0.073139,6.747,5,2,7,2
Maldives,,Confirmed (per 100k),15.355,1.665,0.108,3.095,4,3,7,2
Qatar,,Confirmed (per 100k),226.757,15.396,0.067897,7.569,5,1,6,0
"Bermuda, United Kingdom",,Confirmed (per 100k),138.090,6.652,0.048173,13.657,5,1,6,0
Turkey,,Confirmed (per 100k),113.341,5.163,0.045551,12.780,5,1,6,1
Russia,,Confirmed (per 100k),36.155,3.099,0.085723,5.425,4,2,6,0
Saudi Arabia,,Confirmed (per 100k),33.409,2.570,0.076913,6.193,4,2,6,0
Cabo Verde,,Confirmed (per 100k),12.231,1.465,0.120,4.777,4,2,6,-1
Somalia,,Confirmed (per 100k),1.800,0.203,0.113,3.008,3,3,6,1
San Marino,,Confirmed (per 100k),1402.847,44.207,0.031513,20.030,5,0,5,0
Holy See,,Confirmed (per 100k),1123.596,17.835,0.015873,39.855,5,0,5,5
Andorra,,Confirmed (per 100k),927.975,10.724,0.011556,58.128,5,0,5,0
Luxembourg,,Confirmed (per 100k),577.976,7.097,0.012280,54.391,5,0,5,0
Spain,,Confirmed (per 100k),436.700,9.667,0.022135,29.191,5,0,5,0
"Isle of Man, United Kingdom",,Confirmed (per 100k),361.036,8.904,0.024663,26.240,5,0,5,0
Belgium,,Confirmed (per 100k),353.385,12.125,0.034312,18.052,5,0,5,0
Ireland,,Confirmed (per 100k),324.842,13.196,0.040622,15.076,5,0,5,-1
Italy,,Confirmed (per 100k),304.253,5.073,0.016672,39.255,5,0,5,0
US,,Confirmed (per 100k),248.876,9.327,0.037478,16.019,5,0,5,0
"Quebec, Canada",,Confirmed (per 100k),235.732,9.835,0.041723,14.088,5,0,5,-1
Portugal,,Confirmed (per 100k),209.666,5.507,0.026267,24.000,5,0,5,0
Netherlands,,Confirmed (per 100k),199.208,5.598,0.028104,22.319,5,0,5,0
United Kingdom,,Confirmed (per 100k),190.089,7.401,0.038936,15.384,5,0,5,-1
Sweden,,Confirmed (per 100k),151.714,5.484,0.036148,16.812,5,0,5,0
"Mayotte, France",,Confirmed (per 100k),113.997,4.922,0.043179,12.938,4,1,5,1
Canada,,Confirmed (per 100k),103.977,4.662,0.044838,13.039,4,1,5,0
"Ontario, Canada",,Confirmed (per 100k),86.427,4.624,0.053503,10.726,4,1,5,0
United Arab Emirates,,Confirmed (per 100k),78.409,4.076,0.051985,10.849,4,1,5,0
Serbia,,Confirmed (per 100k),75.881,3.540,0.046649,12.922,4,1,5,0
"Nova Scotia, Canada",,Confirmed (per 100k),75.400,3.215,0.042644,13.879,4,1,5,0
"Alberta, Canada",,Confirmed (per 100k),70.131,3.965,0.056543,9.625,4,1,5,0
Peru,,Confirmed (per 100k),54.098,3.264,0.060340,9.002,4,1,5,0
Kuwait,,Confirmed (per 100k),48.705,2.425,0.049794,11.436,4,1,5,0
Dominican Republic,,Confirmed (per 100k),46.497,2.315,0.049790,11.683,4,1,5,0
Oman,,Confirmed (per 100k),29.530,1.944,0.065839,7.988,4,1,5,-1
Brazil,,Confirmed (per 100k),20.267,1.197,0.059084,9.436,4,1,5,0
Jamaica,,Confirmed (per 100k),7.531,0.724,0.096092,5.158,3,2,5,0
Gabon,,Confirmed (per 100k),7.009,0.635,0.090659,4.974,3,2,5,0
French Guiana,,Confirmed (per 100k),6.026,0.622,0.103,4.016,3,2,5,0
Aruba,,Confirmed (per 100k),3.747,0.268,0.071429,5.538,3,2,5,0
Bangladesh,,Confirmed (per 100k),2.054,0.206,0.100,4.198,3,2,5,0
Sierra Leone,,Confirmed (per 100k),0.627,0.069844,0.111,3.410,2,3,5,1
Iceland,,Confirmed (per 100k),521.036,2.428,0.004660,146.672,4,0,4,0
"Gibraltar, United Kingdom",,Confirmed (per 100k),391.796,1.272,0.003247,212.680,4,0,4,0
Switzerland,,Confirmed (per 100k),324.254,3.511,0.010828,61.993,4,0,4,0
"Channel Islands, United Kingdom",,Confirmed (per 100k),285.282,4.601,0.016129,40.870,4,0,4,0
France,,Confirmed (per 100k),242.135,4.655,0.019226,33.702,4,0,4,0
Germany,,Confirmed (per 100k),176.992,2.887,0.016312,40.497,4,0,4,0
Austria,,Confirmed (per 100k),165.138,1.026,0.006215,109.459,4,0,4,0
Israel,,Confirmed (per 100k),161.076,3.129,0.019427,33.524,4,0,4,0
"Sint Maarten, Netherlands",,Confirmed (per 100k),156.265,4.998,0.031983,19.614,4,0,4,-1
Denmark,,Confirmed (per 100k),132.851,2.920,0.021981,29.198,4,0,4,0
Norway,,Confirmed (per 100k),132.645,1.497,0.011284,59.490,4,0,4,0
Estonia,,Confirmed (per 100k),116.997,1.928,0.016476,40.002,4,0,4,0
Bahrain,,Confirmed (per 100k),115.951,3.736,0.032221,19.348,4,0,4,-2
Panama,,Confirmed (per 100k),107.955,3.927,0.036374,16.570,4,0,4,0
Iran,,Confirmed (per 100k),100.963,1.688,0.016720,39.130,4,0,4,0
"Cayman Islands, United Kingdom",,Confirmed (per 100k),100.423,2.608,0.025974,24.432,4,0,4,0
Malta,,Confirmed (per 100k),100.330,1.618,0.016124,40.687,4,0,4,0
"St Martin, France",,Confirmed (per 100k),95.691,1.847,0.019305,34.726,4,0,4,0
Finland,,Confirmed (per 100k),72.445,2.199,0.030358,20.325,4,0,4,0
Czechia,,Confirmed (per 100k),65.674,1.230,0.018728,34.598,4,0,4,0
Cyprus,,Confirmed (per 100k),64.935,1.053,0.016217,40.805,4,0,4,0
Moldova,,Confirmed (per 100k),64.800,2.408,0.037163,16.449,4,0,4,-1
North Macedonia,,Confirmed (per 100k),59.087,2.215,0.037484,16.830,4,0,4,-1
Ecuador,,Confirmed (per 100k),58.935,2.263,0.038400,15.411,4,0,4,0
Chile,,Confirmed (per 100k),56.664,2.178,0.038444,15.699,4,0,4,0
Lithuania,,Confirmed (per 100k),49.591,1.469,0.029630,20.894,4,0,4,0
Romania,,Confirmed (per 100k),48.041,1.755,0.036526,16.762,4,0,4,0
Armenia,,Confirmed (per 100k),47.279,1.610,0.034057,17.810,4,0,4,0
Bosnia and Herzegovina,,Confirmed (per 100k),40.904,1.128,0.027571,22.922,4,0,4,0
Global,,Confirmed (per 100k),32.937,1.075,0.032624,18.853,4,0,4,0
"Yukon, Canada",,Confirmed (per 100k),26.778,1.043,0.038961,14.438,4,0,4,1
Poland,,Confirmed (per 100k),26.042,1.002,0.038468,15.676,4,0,4,1
Slovakia,,Confirmed (per 100k),21.961,0.952,0.043369,13.953,3,1,4,-1
"British Virgin Islands, United Kingdom",,Confirmed (per 100k),16.539,0.945,0.057143,9.353,3,1,4,1
South Korea,,Confirmed (per 100k),14.586,0.876,0.060043,9.644,3,1,4,-2
Ukraine,,Confirmed (per 100k),14.005,0.899,0.064210,8.455,3,1,4,0
Kazakhstan,,Confirmed (per 100k),10.625,0.581,0.054637,9.988,3,1,4,0
Cuba,,Confirmed (per 100k),10.038,0.468,0.046614,12.437,3,1,4,0
Japan,,Confirmed (per 100k),8.804,0.394,0.044775,13.461,3,1,4,0
Morocco,,Confirmed (per 100k),8.694,0.511,0.058808,9.443,3,1,4,0
Mexico,,Confirmed (per 100k),6.804,0.416,0.061201,8.677,3,1,4,0
Congo (Kinshasa),,Confirmed (per 100k),6.343,0.282,0.044490,13.157,3,1,4,1
Equatorial Guinea,,Confirmed (per 100k),5.916,0.428,0.072289,7.917,3,1,4,-1
South Africa,,Confirmed (per 100k),5.842,0.253,0.043290,13.415,3,1,4,0
Guinea,,Confirmed (per 100k),5.239,0.354,0.067483,7.595,3,1,4,-1
Bolivia,,Confirmed (per 100k),5.123,0.299,0.058290,9.529,3,1,4,0
Uzbekistan,,Confirmed (per 100k),5.014,0.219,0.043674,13.724,3,1,4,0
Pakistan,,Confirmed (per 100k),4.330,0.241,0.055679,9.745,3,1,4,1
Eswatini,,Confirmed (per 100k),2.672,0.197,0.073733,5.972,2,2,4,1
Timor-Leste,,Confirmed (per 100k),1.744,0.184,0.106,4.783,2,2,4,-1
Tanzania,,Confirmed (per 100k),0.425,0.048070,0.113,3.622,1,3,4,-1
Sudan,,Confirmed (per 100k),0.244,0.024434,0.100,3.737,1,3,4,-1
"Faroe Islands, Denmark",,Confirmed (per 100k),378.610,0.292,0.000772,894.506,3,0,3,0
Monaco,,Confirmed (per 100k),239.539,0.364,0.001520,454.358,3,0,3,0
Liechtenstein,,Confirmed (per 100k),212.442,0.749,0.003527,193.388,3,0,3,0
"Aruba, Netherlands",,Confirmed (per 100k),90.853,0.669,0.007364,92.673,3,0,3,0
Slovenia,,Confirmed (per 100k),64.648,0.852,0.013180,50.778,3,0,3,0
Montenegro,,Confirmed (per 100k),49.836,0.682,0.013692,48.958,3,0,3,0
"Newfoundland and Labrador, Canada",,Confirmed (per 100k),49.294,0.356,0.007226,94.721,3,0,3,0
Croatia,,Confirmed (per 100k),46.477,0.710,0.015274,43.273,3,0,3,0
"Reunion, France",,Confirmed (per 100k),45.794,0.303,0.006620,102.531,3,0,3,0
"Martinique, France",,Confirmed (per 100k),43.436,0.228,0.005259,129.156,3,0,3,0
Latvia,,Confirmed (per 100k),39.656,0.689,0.017380,37.349,3,0,3,0
"British Columbia, Canada",,Confirmed (per 100k),33.732,0.654,0.019390,33.092,3,0,3,0
"Tasmania, Australia",,Confirmed (per 100k),33.613,0.400,0.011905,56.676,3,0,3,-1
"French Guiana, France",,Confirmed (per 100k),32.476,0.526,0.016200,40.863,3,0,3,0
New Zealand,,Confirmed (per 100k),29.965,0.234,0.007810,86.814,3,0,3,0
Saint Kitts and Nevis,,Confirmed (per 100k),28.196,0.269,0.009524,68.968,3,0,3,0
