location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Greensville, Virginia",51081,Deaths (per 100k),35.286,5.041,0.143,1.710,5,5,10,0
"Morgan, Colorado",8087,Deaths (per 100k),27.522,3.932,0.143,1.885,4,5,9,1
"Jackson, West Virginia",54035,Deaths (per 100k),24.496,3.000,0.122,1.120,4,5,9,9
"Emporia, Virginia",51595,Deaths (per 100k),18.706,2.672,0.143,1.710,4,5,9,0
"Cotton, Oklahoma",40033,Deaths (per 100k),17.649,2.521,0.143,1.710,4,5,9,0
"Appling, Georgia",13001,Deaths (per 100k),16.317,2.331,0.143,1.239,4,5,9,0
"Marion, Mississippi",28091,Deaths (per 100k),16.278,2.325,0.143,1.534,4,5,9,1
"Surry, Virginia",51181,Deaths (per 100k),15.571,2.224,0.143,1.710,4,5,9,0
"Harrisonburg, Virginia",51660,Deaths (per 100k),15.090,2.156,0.143,1.710,4,5,9,0
"King George, Virginia",51099,Deaths (per 100k),14.905,2.129,0.143,1.710,4,5,9,0
"Fluvanna, Virginia",51065,Deaths (per 100k),14.668,2.095,0.143,1.710,4,5,9,0
"Charles City, Virginia",51036,Deaths (per 100k),14.362,2.052,0.143,1.710,4,5,9,0
"Falls Church, Virginia",51610,Deaths (per 100k),13.683,1.955,0.143,1.000,4,5,9,0
"West Feliciana, Louisiana",22125,Deaths (per 100k),12.847,1.835,0.143,1.710,4,5,9,2
"Goochland, Virginia",51075,Deaths (per 100k),12.630,1.804,0.143,1.710,4,5,9,0
"Orleans, New York",36073,Deaths (per 100k),12.391,1.770,0.143,1.144,4,5,9,3
"Colonial Heights, Virginia",51570,Deaths (per 100k),11.514,1.645,0.143,1.710,4,5,9,0
"Clear Creek, Colorado",8019,Deaths (per 100k),10.309,1.473,0.143,1.710,4,5,9,0
"Lowndes, Alabama",1085,Deaths (per 100k),10.282,1.469,0.143,1.710,4,5,9,0
"Lewis, Missouri",29111,Deaths (per 100k),10.229,1.461,0.143,1.710,4,5,9,0
"Botetourt, Virginia",51023,Deaths (per 100k),8.977,1.282,0.143,1.710,4,5,9,0
"Sussex, Virginia",51183,Deaths (per 100k),8.961,1.280,0.143,1.710,4,5,9,0
"Putnam, Ohio",39137,Deaths (per 100k),8.860,1.266,0.143,1.239,4,5,9,0
"Prince Edward, Virginia",51147,Deaths (per 100k),8.771,1.253,0.143,1.710,4,5,9,0
"Fairfax City, Virginia",51600,Deaths (per 100k),8.327,1.190,0.143,1.000,4,5,9,0
