location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
Guadeloupe,,Confirmed (per 100k),13.246,1.785,0.135,2.200,4,4,8,-1
Martinique,,Confirmed (per 100k),8.527,1.104,0.129,2.578,4,4,8,1
Reunion,,Confirmed (per 100k),5.026,0.622,0.124,1.836,3,5,8,4
Singapore,,Confirmed (per 100k),191.066,14.964,0.078317,6.567,5,2,7,0
Qatar,,Confirmed (per 100k),269.485,15.376,0.057058,9.719,5,1,6,0
Maldives,,Confirmed (per 100k),19.980,2.114,0.106,4.141,4,2,6,-1
San Marino,,Confirmed (per 100k),1476.526,27.787,0.018820,34.635,5,0,5,0
Holy See,,Confirmed (per 100k),1123.596,17.835,0.015873,41.934,5,0,5,0
Spain,,Confirmed (per 100k),455.620,6.779,0.014878,44.162,5,0,5,0
Belgium,,Confirmed (per 100k),369.270,8.208,0.022228,29.130,5,0,5,0
Ireland,,Confirmed (per 100k),356.577,10.493,0.029428,21.180,5,0,5,0
US,,Confirmed (per 100k),262.587,7.314,0.027853,22.705,5,0,5,0
"Quebec, Canada",,Confirmed (per 100k),255.784,8.433,0.032970,18.724,5,0,5,0
United Kingdom,,Confirmed (per 100k),203.397,6.184,0.030403,20.719,5,0,5,0
"Sint Maarten, Netherlands",,Confirmed (per 100k),170.258,5.331,0.031311,20.446,5,0,5,1
Sweden,,Confirmed (per 100k),165.903,5.006,0.030174,20.622,5,0,5,1
Belarus,,Confirmed (per 100k),84.895,4.903,0.057752,9.295,4,1,5,-1
"Alberta, Canada",,Confirmed (per 100k),84.294,4.283,0.050806,11.118,4,1,5,0
Peru,,Confirmed (per 100k),63.430,3.217,0.050718,11.191,4,1,5,0
Kuwait,,Confirmed (per 100k),56.175,2.479,0.044126,13.341,4,1,5,0
Russia,,Confirmed (per 100k),43.015,3.012,0.070014,7.721,4,1,5,-1
Saudi Arabia,,Confirmed (per 100k),40.013,2.785,0.069613,7.738,4,1,5,-1
Oman,,Confirmed (per 100k),33.603,1.810,0.053863,10.693,4,1,5,0
Brazil,,Confirmed (per 100k),23.540,1.099,0.046692,12.394,4,1,5,0
French Guiana,,Confirmed (per 100k),6.026,0.622,0.103,4.016,3,2,5,0
Aruba,,Confirmed (per 100k),3.747,0.268,0.071429,5.538,3,2,5,0
Bangladesh,,Confirmed (per 100k),2.542,0.204,0.080131,6.337,3,2,5,1
Andorra,,Confirmed (per 100k),935.741,4.992,0.005335,128.527,4,0,4,-1
Luxembourg,,Confirmed (per 100k),585.484,4.222,0.007211,94.206,4,0,4,-1
Iceland,,Confirmed (per 100k),524.260,1.465,0.002795,246.037,4,0,4,0
"Isle of Man, United Kingdom",,Confirmed (per 100k),361.036,2.688,0.007445,91.625,4,0,4,-1
Switzerland,,Confirmed (per 100k),329.258,2.341,0.007109,95.551,4,0,4,0
Italy,,Confirmed (per 100k),314.203,4.144,0.013189,50.425,4,0,4,-1
"Channel Islands, United Kingdom",,Confirmed (per 100k),299.661,4.190,0.013984,46.855,4,0,4,0
France,,Confirmed (per 100k),242.339,2.235,0.009224,73.519,4,0,4,0
Portugal,,Confirmed (per 100k),219.218,4.667,0.021288,30.543,4,0,4,-1
Netherlands,,Confirmed (per 100k),208.516,4.402,0.021111,30.791,4,0,4,-1
Germany,,Confirmed (per 100k),182.767,2.000,0.010945,60.998,4,0,4,0
Israel,,Confirmed (per 100k),171.024,3.006,0.017574,37.035,4,0,4,0
"Bermuda, United Kingdom",,Confirmed (per 100k),158.965,3.670,0.023088,27.291,4,0,4,0
Denmark,,Confirmed (per 100k),139.377,2.466,0.017696,36.897,4,0,4,0
Norway,,Confirmed (per 100k),136.519,1.223,0.008956,75.149,4,0,4,0
Bahrain,,Confirmed (per 100k),130.291,4.005,0.030737,19.712,4,0,4,0
Turkey,,Confirmed (per 100k),120.691,3.937,0.032622,19.164,4,0,4,0
Estonia,,Confirmed (per 100k),120.012,1.432,0.011935,56.131,4,0,4,0
Panama,,Confirmed (per 100k),119.728,3.808,0.031801,19.190,4,0,4,0
"Mayotte, France",,Confirmed (per 100k),119.495,4.241,0.035495,17.493,4,0,4,-2
Canada,,Confirmed (per 100k),114.227,3.948,0.034561,17.763,4,0,4,-2
Iran,,Confirmed (per 100k),103.611,1.281,0.012364,53.986,4,0,4,0
"Cayman Islands, United Kingdom",,Confirmed (per 100k),100.423,1.087,0.010823,62.313,4,0,4,0
Djibouti,,Confirmed (per 100k),99.798,3.673,0.036801,16.851,4,0,4,-3
"St Martin, France",,Confirmed (per 100k),98.278,1.108,0.011278,60.188,4,0,4,0
"Ontario, Canada",,Confirmed (per 100k),95.624,3.507,0.036679,16.703,4,0,4,-2
United Arab Emirates,,Confirmed (per 100k),88.530,3.545,0.040038,14.715,4,0,4,-1
"Nova Scotia, Canada",,Confirmed (per 100k),84.607,3.230,0.038176,15.813,4,0,4,0
Finland,,Confirmed (per 100k),77.318,2.050,0.026511,23.967,4,0,4,0
Serbia,,Confirmed (per 100k),75.881,1.537,0.020254,33.175,4,0,4,0
Moldova,,Confirmed (per 100k),72.534,2.344,0.032321,19.015,4,0,4,0
Ecuador,,Confirmed (per 100k),63.385,2.213,0.034913,17.886,4,0,4,0
North Macedonia,,Confirmed (per 100k),62.399,1.255,0.020110,32.419,4,0,4,0
Chile,,Confirmed (per 100k),61.791,1.913,0.030961,20.110,4,0,4,0
Romania,,Confirmed (per 100k),52.480,1.507,0.028710,21.808,4,0,4,0
Armenia,,Confirmed (per 100k),51.396,1.552,0.030204,20.635,4,0,4,0
Lithuania,,Confirmed (per 100k),51.354,1.307,0.025445,25.682,4,0,4,0
Dominican Republic,,Confirmed (per 100k),51.097,1.866,0.036520,16.853,4,0,4,-1
"Yukon, Canada",,Confirmed (per 100k),26.778,1.043,0.038961,16.518,4,0,4,0
Ukraine,,Confirmed (per 100k),16.395,0.819,0.049970,11.463,3,1,4,0
Cabo Verde,,Confirmed (per 100k),14.749,0.668,0.045296,12.500,3,1,4,1
South Korea,,Confirmed (per 100k),14.586,0.876,0.060043,9.644,3,1,4,-2
Kazakhstan,,Confirmed (per 100k),12.191,0.565,0.046371,12.428,3,1,4,0
Mexico,,Confirmed (per 100k),9.023,0.591,0.065528,7.707,3,1,4,0
Jamaica,,Confirmed (per 100k),8.679,0.550,0.063369,8.800,3,1,4,0
Gabon,,Confirmed (per 100k),7.503,0.379,0.050470,11.304,3,1,4,-1
South Africa,,Confirmed (per 100k),6.665,0.282,0.042283,13.976,3,1,4,1
Guinea,,Confirmed (per 100k),6.564,0.419,0.063805,8.274,3,1,4,0
Bolivia,,Confirmed (per 100k),6.022,0.291,0.048364,11.579,3,1,4,1
Pakistan,,Confirmed (per 100k),5.050,0.267,0.052891,10.605,3,1,4,0
Ghana,,Confirmed (per 100k),3.714,0.236,0.063506,9.678,3,1,4,0
Somalia,,Confirmed (per 100k),2.064,0.191,0.092334,5.276,2,2,4,0
Sierra Leone,,Confirmed (per 100k),0.802,0.068053,0.084821,5.921,2,2,4,-1
Sudan,,Confirmed (per 100k),0.397,0.045937,0.116,3.575,1,3,4,0
"Gibraltar, United Kingdom",,Confirmed (per 100k),394.764,0.424,0.001074,640.815,3,0,3,0
"Faroe Islands, Denmark",,Confirmed (per 100k),382.703,0.877,0.002292,299.093,3,0,3,0
Austria,,Confirmed (per 100k),166.570,0.646,0.003876,176.670,3,0,3,0
Malta,,Confirmed (per 100k),100.783,0.744,0.007384,91.872,3,0,3,-1
"Aruba, Netherlands",,Confirmed (per 100k),93.663,0.535,0.005714,118.701,3,0,3,0
Czechia,,Confirmed (per 100k),67.112,0.851,0.012682,52.601,3,0,3,-1
Cyprus,,Confirmed (per 100k),65.846,0.532,0.008086,83.739,3,0,3,0
Slovenia,,Confirmed (per 100k),65.707,0.426,0.006484,104.721,3,0,3,0
Montenegro,,Confirmed (per 100k),50.313,0.296,0.005877,116.208,3,0,3,0
Croatia,,Confirmed (per 100k),48.255,0.581,0.012043,55.158,3,0,3,0
"Martinique, France",,Confirmed (per 100k),43.702,0.228,0.005226,131.236,3,0,3,0
Bosnia and Herzegovina,,Confirmed (per 100k),43.069,0.867,0.020119,32.230,3,0,3,-1
Latvia,,Confirmed (per 100k),41.247,0.727,0.017628,37.386,3,0,3,0
"Tasmania, Australia",,Confirmed (per 100k),38.655,0.720,0.018634,32.692,3,0,3,0
"French Guiana, France",,Confirmed (per 100k),35.824,0.526,0.014686,42.943,3,0,3,0
"British Columbia, Canada",,Confirmed (per 100k),35.688,0.696,0.019502,33.196,3,0,3,0
Global,,Confirmed (per 100k),34.839,0.861,0.024717,25.823,3,0,3,-1
Saint Kitts and Nevis,,Confirmed (per 100k),28.196,0.269,0.009524,71.047,3,0,3,0
"Saskatchewan, Canada",,Confirmed (per 100k),28.011,0.290,0.010358,64.549,3,0,3,0
Poland,,Confirmed (per 100k),27.773,0.805,0.028976,21.866,3,0,3,0
Slovakia,,Confirmed (per 100k),24.269,0.722,0.029757,20.835,3,0,3,0
Hungary,,Confirmed (per 100k),23.643,0.770,0.032587,18.878,3,0,3,0
Greece,,Confirmed (per 100k),23.630,0.328,0.013862,47.201,3,0,3,0
Albania,,Confirmed (per 100k),23.038,0.616,0.026718,23.319,3,0,3,0
Bahamas,,Confirmed (per 100k),18.309,0.654,0.035714,16.479,3,0,3,0
"British Virgin Islands, United Kingdom",,Confirmed (per 100k),16.539,0.473,0.028571,22.526,3,0,3,-1
Uruguay,,Confirmed (per 100k),16.035,0.226,0.014106,46.761,3,0,3,1
Bulgaria,,Confirmed (per 100k),15.788,0.516,0.032687,18.488,3,0,3,0
Azerbaijan,,Confirmed (per 100k),15.268,0.293,0.019195,33.880,3,0,3,0
Cuba,,Confirmed (per 100k),10.904,0.394,0.036090,17.109,3,0,3,-1
Japan,,Confirmed (per 100k),9.779,0.292,0.029812,20.711,3,0,3,0
Kyrgyzstan,,Confirmed (per 100k),9.672,0.311,0.032149,19.533,3,0,3,0
Morocco,,Confirmed (per 100k),9.667,0.389,0.040199,15.015,3,0,3,-1
Colombia,,Confirmed (per 100k),8.964,0.315,0.035143,17.338,3,0,3,0
