location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Aruba, Netherlands",,Deaths (per 100k),1.873,0.268,0.143,1.357,3,5,8,0
Belgium,,Deaths (per 100k),47.051,2.643,0.056168,9.175,4,1,5,0
France,,Deaths (per 100k),29.603,1.200,0.040544,13.894,4,1,5,0
United Kingdom,,Deaths (per 100k),22.779,1.182,0.051899,10.149,4,1,5,0
"Channel Islands, United Kingdom",,Deaths (per 100k),12.078,0.904,0.074830,5.569,3,2,5,0
US,,Deaths (per 100k),11.681,0.785,0.067198,6.883,3,2,5,1
"Quebec, Canada",,Deaths (per 100k),8.058,0.748,0.092816,4.633,3,2,5,0
Monaco,,Deaths (per 100k),7.645,0.728,0.095238,4.149,3,2,5,-2
"Isle of Man, United Kingdom",,Deaths (per 100k),7.056,0.504,0.071429,4.265,3,2,5,-2
"Ontario, Canada",,Deaths (per 100k),3.834,0.293,0.076494,5.501,3,2,5,0
Canada,,Deaths (per 100k),3.694,0.301,0.081429,5.437,3,2,5,0
Martinique,,Deaths (per 100k),0.266,0.038068,0.143,2.409,1,4,5,-1
Slovakia,,Deaths (per 100k),0.201,0.018316,0.090909,2.708,1,4,5,0
Kuwait,,Deaths (per 100k),0.140,0.013381,0.095238,2.758,1,4,5,3
Guinea,,Deaths (per 100k),0.022844,0.003263,0.143,0.756,0,5,5,0
San Marino,,Deaths (per 100k),114.939,2.105,0.018315,34.864,4,0,4,1
Andorra,,Deaths (per 100k),45.299,1.664,0.036735,16.287,4,0,4,-1
Spain,,Deaths (per 100k),42.868,1.198,0.027947,22.218,4,0,4,0
Sweden,,Deaths (per 100k),14.961,0.750,0.050109,9.686,3,1,4,0
Ireland,,Deaths (per 100k),11.564,0.703,0.060796,7.878,3,1,4,0
"Hubei, China",,Deaths (per 100k),7.645,0.314,0.041033,12.399,3,1,4,4
Portugal,,Deaths (per 100k),6.737,0.311,0.046163,12.017,3,1,4,0
Germany,,Deaths (per 100k),5.322,0.270,0.050780,10.357,3,1,4,0
Brazil,,Deaths (per 100k),1.107,0.072854,0.065785,6.686,2,2,4,0
Montenegro,,Deaths (per 100k),0.796,0.068237,0.085714,5.422,2,2,4,2
New Zealand,,Deaths (per 100k),0.228,0.026662,0.117,3.570,1,3,4,-1
Somalia,,Deaths (per 100k),0.044044,0.004494,0.102,2.688,0,4,4,-1
Italy,,Deaths (per 100k),38.416,0.921,0.023962,25.887,3,0,3,0
Netherlands,,Deaths (per 100k),21.016,0.790,0.037609,15.046,3,0,3,0
Switzerland,,Deaths (per 100k),15.807,0.536,0.033939,17.355,3,0,3,0
Luxembourg,,Deaths (per 100k),11.502,0.411,0.035714,17.981,3,0,3,-1
"Bermuda, United Kingdom",,Deaths (per 100k),8.029,0.229,0.028571,22.526,3,0,3,-1
Denmark,,Deaths (per 100k),5.974,0.220,0.036746,15.874,3,0,3,0
Slovenia,,Deaths (per 100k),3.367,0.144,0.042857,12.919,2,1,3,1
Antigua and Barbuda,,Deaths (per 100k),3.063,0.146,0.047619,10.740,2,1,3,3
Norway,,Deaths (per 100k),3.025,0.126,0.041812,13.846,2,1,3,1
Estonia,,Deaths (per 100k),2.865,0.151,0.052632,10.393,2,1,3,0
Panama,,Deaths (per 100k),2.688,0.142,0.052956,9.982,2,1,3,0
North Macedonia,,Deaths (per 100k),2.352,0.117,0.049563,11.474,2,1,3,0
Turkey,,Deaths (per 100k),2.241,0.129,0.057672,8.668,2,1,3,0
Romania,,Deaths (per 100k),2.188,0.105,0.047845,11.763,2,1,3,0
Global,,Deaths (per 100k),2.051,0.094246,0.045942,11.809,2,1,3,0
Dominican Republic,,Deaths (per 100k),2.000,0.097451,0.048716,11.387,2,1,3,0
Israel,,Deaths (per 100k),1.895,0.092426,0.048780,10.369,2,1,3,0
Hungary,,Deaths (per 100k),1.780,0.117,0.065615,7.079,2,1,3,-1
Czechia,,Deaths (per 100k),1.690,0.072036,0.042620,13.501,2,1,3,0
