location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Greensville, Virginia",51081,Deaths (per 100k),35.286,5.041,0.143,2.409,5,4,9,-1
"Mecklenburg, Virginia",51117,Deaths (per 100k),29.424,4.203,0.143,1.000,4,5,9,0
"Appling, Georgia",13001,Deaths (per 100k),21.756,3.108,0.143,1.885,4,5,9,0
"Hamilton, Nebraska",31081,Deaths (per 100k),21.450,3.064,0.143,1.710,4,5,9,0
"West Feliciana, Louisiana",22125,Deaths (per 100k),19.270,2.753,0.143,1.943,4,5,9,1
"Custer, Nebraska",31041,Deaths (per 100k),18.558,2.651,0.143,1.710,4,5,9,0
"Colonial Heights, Virginia",51570,Deaths (per 100k),17.271,2.467,0.143,1.943,4,5,9,0
"Lynn, Texas",48305,Deaths (per 100k),16.804,2.401,0.143,1.710,4,5,9,0
"Wayne, West Virginia",54099,Deaths (per 100k),15.228,2.175,0.143,1.710,4,5,9,0
"Putnam, Ohio",39137,Deaths (per 100k),14.766,2.109,0.143,1.569,4,5,9,0
"Dallam, Texas",48111,Deaths (per 100k),13.723,1.960,0.143,1.710,4,5,9,0
"Benton, Tennessee",47005,Deaths (per 100k),12.376,1.768,0.143,1.710,4,5,9,0
"Allendale, South Carolina",45005,Deaths (per 100k),11.510,1.644,0.143,1.710,4,5,9,0
"Irwin, Georgia",13155,Deaths (per 100k),10.620,1.517,0.143,1.710,4,5,9,0
"Tioga, New York",36107,Deaths (per 100k),10.373,1.482,0.143,1.569,4,5,9,0
"Accomack, Virginia",51001,Deaths (per 100k),9.283,1.326,0.143,1.710,4,5,9,0
"Fairfield, South Carolina",45039,Deaths (per 100k),8.950,1.279,0.143,1.710,4,5,9,0
"Sumter, Alabama",1119,Deaths (per 100k),8.047,1.150,0.143,1.710,4,5,9,0
"Bremer, Iowa",19017,Deaths (per 100k),7.980,1.140,0.143,1.357,4,5,9,0
"Elmore, Idaho",16039,Deaths (per 100k),7.270,1.039,0.143,1.710,4,5,9,2
"Wilcox, Georgia",13315,Deaths (per 100k),69.485,9.926,0.143,3.802,5,3,8,-1
"Chaffee, Colorado",8015,Deaths (per 100k),63.863,6.316,0.098901,3.338,5,3,8,5
"Morgan, Colorado",8087,Deaths (per 100k),37.842,4.423,0.117,2.642,4,4,8,-1
"Jackson, West Virginia",54035,Deaths (per 100k),27.996,3.499,0.125,2.310,4,4,8,-1
"Macon, Georgia",13193,Deaths (per 100k),23.171,3.310,0.143,2.409,4,4,8,-1
"Marion, Mississippi",28091,Deaths (per 100k),20.348,2.907,0.143,2.130,4,4,8,-1
"Emporia, Virginia",51595,Deaths (per 100k),18.706,2.672,0.143,2.409,4,4,8,-1
"Fluvanna, Virginia",51065,Deaths (per 100k),18.335,2.619,0.143,2.130,4,4,8,-1
"Cotton, Oklahoma",40033,Deaths (per 100k),17.649,2.521,0.143,2.409,4,4,8,-1
"Orleans, New York",36073,Deaths (per 100k),17.347,2.124,0.122,2.293,4,4,8,-1
"Harrisonburg, Virginia",51660,Deaths (per 100k),16.976,2.425,0.143,2.254,4,4,8,-1
"Surry, Virginia",51181,Deaths (per 100k),15.571,2.224,0.143,2.409,4,4,8,-1
"King George, Virginia",51099,Deaths (per 100k),14.905,2.129,0.143,2.409,4,4,8,-1
"Charles City, Virginia",51036,Deaths (per 100k),14.362,2.052,0.143,2.409,4,4,8,-1
"Moore, Texas",48341,Deaths (per 100k),14.327,2.047,0.143,2.642,4,4,8,1
"Falls Church, Virginia",51610,Deaths (per 100k),13.683,1.955,0.143,2.060,4,4,8,-1
"Goochland, Virginia",51075,Deaths (per 100k),12.630,1.804,0.143,2.409,4,4,8,-1
"Clear Creek, Colorado",8019,Deaths (per 100k),10.309,1.473,0.143,2.409,4,4,8,-1
"Lowndes, Alabama",1085,Deaths (per 100k),10.282,1.469,0.143,2.409,4,4,8,-1
"Lewis, Missouri",29111,Deaths (per 100k),10.229,1.461,0.143,2.409,4,4,8,-1
"Botetourt, Virginia",51023,Deaths (per 100k),8.977,1.282,0.143,2.409,4,4,8,-1
"Sussex, Virginia",51183,Deaths (per 100k),8.961,1.280,0.143,2.409,4,4,8,-1
"Prince Edward, Virginia",51147,Deaths (per 100k),8.771,1.253,0.143,2.409,4,4,8,-1
"Fairfax City, Virginia",51600,Deaths (per 100k),8.327,1.190,0.143,2.060,4,4,8,-1
"Amelia, Virginia",51007,Deaths (per 100k),7.607,1.087,0.143,2.409,4,4,8,-1
"Adams, Nebraska",31001,Deaths (per 100k),6.377,0.911,0.143,1.710,3,5,8,0
"Pemiscot, Missouri",29155,Deaths (per 100k),6.327,0.904,0.143,1.710,3,5,8,0
"Barbour, West Virginia",54001,Deaths (per 100k),6.082,0.869,0.143,1.710,3,5,8,0
"Seward, Nebraska",31159,Deaths (per 100k),5.786,0.827,0.143,1.710,3,5,8,0
"Suffolk, Virginia",51800,Deaths (per 100k),5.428,0.775,0.143,1.710,3,5,8,0
"Jefferson, Illinois",17081,Deaths (per 100k),5.307,0.758,0.143,1.710,3,5,8,0
"Chesterfield, Virginia",51041,Deaths (per 100k),5.102,0.729,0.143,1.514,3,5,8,0
"Washington, Nebraska",31177,Deaths (per 100k),4.824,0.689,0.143,1.710,3,5,8,0
"Fillmore, Minnesota",27045,Deaths (per 100k),4.747,0.678,0.143,1.710,3,5,8,0
"Asotin, Washington",53003,Deaths (per 100k),4.428,0.633,0.143,1.710,3,5,8,0
"Hampshire, West Virginia",54027,Deaths (per 100k),4.315,0.616,0.143,1.710,3,5,8,0
"Mingo, West Virginia",54059,Deaths (per 100k),4.269,0.610,0.143,1.710,3,5,8,0
"Yates, New York",36123,Deaths (per 100k),4.014,0.573,0.143,1.710,3,5,8,0
"Fauquier, Virginia",51061,Deaths (per 100k),2.808,0.401,0.143,1.710,3,5,8,0
"Walker, Texas",48471,Deaths (per 100k),2.741,0.392,0.143,1.710,3,5,8,0
"Defiance, Ohio",39039,Deaths (per 100k),2.626,0.375,0.143,1.710,3,5,8,0
"Manassas, Virginia",51683,Deaths (per 100k),2.434,0.348,0.143,1.710,3,5,8,0
"Ohio, West Virginia",54069,Deaths (per 100k),2.415,0.345,0.143,1.710,3,5,8,0
"Wood, West Virginia",54107,Deaths (per 100k),2.395,0.342,0.143,1.710,3,5,8,0
"Miller, Arkansas",5091,Deaths (per 100k),2.312,0.330,0.143,1.710,3,5,8,0
"Henderson, Kentucky",21101,Deaths (per 100k),2.212,0.316,0.143,1.710,3,5,8,0
"McDowell, North Carolina",37111,Deaths (per 100k),2.186,0.312,0.143,1.710,3,5,8,0
"Gibson, Tennessee",47053,Deaths (per 100k),2.035,0.291,0.143,1.710,3,5,8,0
"Camden, Georgia",13039,Deaths (per 100k),1.829,0.261,0.143,1.710,3,5,8,0
"Carson City, Nevada",32510,Deaths (per 100k),1.788,0.255,0.143,1.710,3,5,8,0
"Kanawha, West Virginia",54039,Deaths (per 100k),1.684,0.241,0.143,1.710,3,5,8,0
"Turner, Georgia",13287,Deaths (per 100k),75.141,7.156,0.095238,5.364,5,2,7,-2
"Graves, Kentucky",21083,Deaths (per 100k),29.518,3.450,0.117,3.184,4,3,7,-1
"Daviess, Indiana",18027,Deaths (per 100k),26.986,2.998,0.111,3.702,4,3,7,-1
"Iosco, Michigan",26069,Deaths (per 100k),15.919,1.706,0.107,3.802,4,3,7,0
"James City, Virginia",51095,Deaths (per 100k),15.682,1.867,0.119,3.385,4,3,7,-2
"Routt, Colorado",8107,Deaths (per 100k),15.602,1.672,0.107,3.802,4,3,7,3
"Kent, Maryland",24029,Deaths (per 100k),15.446,1.471,0.095238,3.106,4,3,7,7
"Assumption, Louisiana",22007,Deaths (per 100k),13.704,1.305,0.095238,3.454,4,3,7,2
"Hampshire, Massachusetts",25015,Deaths (per 100k),12.435,1.155,0.092857,3.588,4,3,7,3
"Clay, Minnesota",27027,Deaths (per 100k),10.900,1.112,0.102,3.245,4,3,7,2
"Madison, Florida",12079,Deaths (per 100k),10.815,1.545,0.143,3.106,4,3,7,-2
"Shiawassee, Michigan",26155,Deaths (per 100k),10.276,1.049,0.102,3.663,4,3,7,1
"Calhoun, Texas",48057,Deaths (per 100k),9.394,1.342,0.143,3.454,4,3,7,-1
"Bradford, Pennsylvania",42015,Deaths (per 100k),8.289,1.184,0.143,3.385,4,3,7,-2
"Hanover, Virginia",51085,Deaths (per 100k),6.496,0.928,0.143,2.310,3,4,7,-1
"Petersburg, Virginia",51730,Deaths (per 100k),6.380,0.911,0.143,2.409,3,4,7,-1
"Black Hawk, Iowa",19013,Deaths (per 100k),6.096,0.762,0.125,2.409,3,4,7,0
"Manassas Park, Virginia",51685,Deaths (per 100k),5.721,0.817,0.143,2.409,3,4,7,-1
"Southampton, Virginia",51175,Deaths (per 100k),5.672,0.810,0.143,2.409,3,4,7,-1
"Washington, Virginia",51191,Deaths (per 100k),5.582,0.797,0.143,2.409,3,4,7,-1
"Isle of Wight, Virginia",51093,Deaths (per 100k),5.390,0.770,0.143,2.409,3,4,7,-1
"Greene, Virginia",51079,Deaths (per 100k),5.046,0.721,0.143,2.409,3,4,7,-1
"Pickens, Alabama",1107,Deaths (per 100k),5.018,0.717,0.143,2.409,3,4,7,-1
"Hendry, Florida",12051,Deaths (per 100k),4.759,0.680,0.143,2.758,3,4,7,-1
"Scott, Virginia",51169,Deaths (per 100k),4.637,0.662,0.143,2.409,3,4,7,-1
"Nobles, Minnesota",27105,Deaths (per 100k),4.623,0.660,0.143,2.409,3,4,7,-1
"New Kent, Virginia",51127,Deaths (per 100k),4.331,0.619,0.143,2.409,3,4,7,-1
"Prince William, Virginia",51153,Deaths (per 100k),4.040,0.547,0.135,2.526,3,4,7,-1
"Bibb, Georgia",13021,Deaths (per 100k),3.917,0.466,0.119,2.967,3,4,7,0
"Clay, Indiana",18021,Deaths (per 100k),3.813,0.545,0.143,2.409,3,4,7,-1
"Hocking, Ohio",39073,Deaths (per 100k),3.538,0.505,0.143,2.409,3,4,7,-1
"Wythe, Virginia",51197,Deaths (per 100k),3.486,0.498,0.143,2.409,3,4,7,-1
"Wabash, Indiana",18169,Deaths (per 100k),3.226,0.461,0.143,2.409,3,4,7,-1
"Amherst, Virginia",51009,Deaths (per 100k),3.164,0.452,0.143,2.409,3,4,7,-1
"Albemarle, Virginia",51003,Deaths (per 100k),2.744,0.392,0.143,2.409,3,4,7,-1
"Escambia, Alabama",1053,Deaths (per 100k),2.730,0.390,0.143,2.409,3,4,7,-1
"Gloucester, Virginia",51073,Deaths (per 100k),2.678,0.383,0.143,2.409,3,4,7,-1
"Wise, Virginia",51195,Deaths (per 100k),2.675,0.382,0.143,2.409,3,4,7,-1
"Danville, Virginia",51590,Deaths (per 100k),2.497,0.357,0.143,2.409,3,4,7,-1
"Chilton, Alabama",1021,Deaths (per 100k),2.251,0.322,0.143,2.409,3,4,7,-1
"Spotsylvania, Virginia",51177,Deaths (per 100k),2.202,0.315,0.143,2.409,3,4,7,-1
"Marshall, Indiana",18099,Deaths (per 100k),2.162,0.309,0.143,2.409,3,4,7,-1
"Henry, Virginia",51089,Deaths (per 100k),1.978,0.283,0.143,2.409,3,4,7,-1
"Culpeper, Virginia",51047,Deaths (per 100k),1.901,0.272,0.143,2.409,3,4,7,-1
"Newton, Missouri",29145,Deaths (per 100k),1.717,0.245,0.143,2.409,3,4,7,-1
"Pittsylvania, Virginia",51143,Deaths (per 100k),1.657,0.237,0.143,2.409,3,4,7,-1
"Chaves, New Mexico",35005,Deaths (per 100k),1.548,0.221,0.143,2.409,3,4,7,-1
"Jefferson, Ohio",39081,Deaths (per 100k),1.531,0.219,0.143,2.409,3,4,7,-1
"Augusta, Virginia",51015,Deaths (per 100k),1.323,0.189,0.143,1.710,2,5,7,0
"Washington, Arkansas",5143,Deaths (per 100k),1.254,0.179,0.143,1.239,2,5,7,0
"Glynn, Georgia",13127,Deaths (per 100k),1.172,0.167,0.143,1.710,2,5,7,0
"Clark, Ohio",39023,Deaths (per 100k),0.746,0.107,0.143,1.710,2,5,7,0
"Randolph, Georgia",13243,Deaths (per 100k),280.319,14.754,0.052632,11.136,5,1,6,-1
