location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Jackson, Kentucky",21109,Deaths (per 100k),22.507,3.215,0.143,1.710,4,5,9,0
"Louisa, Iowa",19115,Deaths (per 100k),18.124,2.589,0.143,1.710,4,5,9,0
"San Juan, Utah",49037,Deaths (per 100k),13.065,1.866,0.143,1.710,4,5,9,0
"Marion, Georgia",13197,Deaths (per 100k),11.963,1.709,0.143,1.710,4,5,9,0
"Delaware, Oklahoma",40041,Deaths (per 100k),11.625,1.661,0.143,1.144,4,5,9,1
"Russell, Kentucky",21207,Deaths (per 100k),11.159,1.594,0.143,1.710,4,5,9,0
"Navajo, Arizona",4017,Deaths (per 100k),9.917,1.288,0.130,1.498,4,5,9,9
"Routt, Colorado",8107,Deaths (per 100k),7.801,1.114,0.143,1.357,4,5,9,1
"Tallahatchie, Mississippi",28135,Deaths (per 100k),7.242,1.035,0.143,1.710,4,5,9,0
"Coffey, Kansas",20031,Deaths (per 100k),73.359,8.733,0.119,3.941,5,3,8,-1
"Bienville, Louisiana",22013,Deaths (per 100k),67.971,8.631,0.127,3.976,5,3,8,-1
"Turner, Georgia",13287,Deaths (per 100k),50.094,3.578,0.071429,2.409,4,4,8,-1
"Quitman, Georgia",13239,Deaths (per 100k),43.497,6.214,0.143,3.106,5,3,8,-2
"Brooks, Georgia",13027,Deaths (per 100k),38.817,3.697,0.095238,2.758,4,4,8,1
"Adair, Kentucky",21001,Deaths (per 100k),20.831,2.232,0.107,2.874,4,4,8,-1
"Suwannee, Florida",12121,Deaths (per 100k),18.011,1.930,0.107,2.990,4,4,8,-1
"Butler, Kentucky",21031,Deaths (per 100k),15.529,2.218,0.143,2.409,4,4,8,-1
"Humboldt, Nevada",32013,Deaths (per 100k),11.883,1.698,0.143,2.060,4,4,8,2
"Franklin, North Carolina",37069,Deaths (per 100k),11.480,1.435,0.125,2.808,4,4,8,0
"Carroll, Mississippi",28015,Deaths (per 100k),10.053,1.436,0.143,2.409,4,4,8,-1
"St. Helena, Louisiana",22091,Deaths (per 100k),9.870,1.410,0.143,2.409,4,4,8,-1
"Bacon, Georgia",13005,Deaths (per 100k),8.957,1.280,0.143,2.409,4,4,8,-1
"Crisp, Georgia",13081,Deaths (per 100k),8.940,1.277,0.143,2.758,4,4,8,2
"Granville, North Carolina",37077,Deaths (per 100k),8.272,1.182,0.143,2.130,4,4,8,-1
"Dunklin, Missouri",29069,Deaths (per 100k),6.866,0.981,0.143,1.710,3,5,8,0
"Tipton, Indiana",18159,Deaths (per 100k),6.602,0.943,0.143,1.710,3,5,8,0
"Jasper, Mississippi",28061,Deaths (per 100k),6.104,0.872,0.143,1.710,3,5,8,0
"Bond, Illinois",17005,Deaths (per 100k),6.088,0.870,0.143,1.710,3,5,8,0
"Cook, Georgia",13075,Deaths (per 100k),5.790,0.827,0.143,1.710,3,5,8,0
"Walworth, Wisconsin",55127,Deaths (per 100k),5.777,0.825,0.143,1.827,3,5,8,0
